,Payment_ID,Card_ID,Customer_ID,Billing_Month,Bill_Amount,Minimum_Due,Amount_Paid,Payment_Date,Payment_Status,Late_Fee
6619,P0006620,CC00981,C01027,2025-08,29589.07,1479.45,1479.45,2025-08-22,PARTIAL,500
6620,P0006621,CC02506,C01287,2025-04,27788.47,1389.42,8336.54,2025-04-17,Paid,250
6621,P0006622,CC01263,C00756,2025-08,17933.15,896.66,0.0,2025-09-14,MISSED,100
6622,P0006623,CC02319,C03421,2025-06,49918.31,2495.92,49918.31,2025-06-17,Paid,100
6623,P0006624,CC01263,C00756,2025-07,11276.85,563.84,12404.54,2025-07-15,Paid,0
6624,P0006625,CC02285,C02726,2025-02,21936.99,1096.85,15355.89,2025-02-10,MISSD,0
6625,P0006626,CC02747,C02798,2025-09,12482.42,624.12,13730.66,2025-09-15,Paid,0
6626,P0006627,CC02634,C02024,2025-09,23750.27,1187.51,0.0,2025-09-17,MISSED,500
6627,P0006628,CC02894,C04811,2025-12,9365.1,468.26,6555.57,2025-12-22,PARTIAL,500
6628,P0006629,CC02342,C04036,2026-03,12727.07,636.35,13999.78,2026-03-10,Paid,0
6629,P0006630,CC01347,C03895,2025-12,8671.11,433.56,0.0,2025-12-13,MISSED,0
6630,P0006631,CC01933,C01130,2025-08,19627.48,981.37,981.37,2025-09-29,PARTIAL,250
6631,P0006632,CC03371,C00278,2025-02,16006.02,800.3,16006.02,2025-03-02,Paid,100
6632,P0006633,CC00421,C03614,2026-02,11632.1,581.61,11632.1,2026-02-17,Paid,100
6633,P0006634,CC00777,C03934,2025-06,43624.17,2181.21,0.0,2025-07-15,MISSED,250
6634,P0006635,CC00305,C02162,2026-01,9617.34,480.87,9617.34,2026-01-22,Paid,100
6635,P0006636,CC01931,C03536,2025-09,41514.49,2075.72,12454.35,2025-09-13,PARTIAL,0
6636,P0006637,CC00280,C03618,2025-10,8054.61,402.73,5638.23,2025-10-15,PARTIAL,0
6637,P0006638,CC03338,C04234,2026-01,1574.96,78.75,78.75,2026-02-14,PARTIAL,250
6638,P0006639,CC00639,C02100,2025-08,5411.74,270.59,0.0,2025-08-30,MISSED,750
6639,P0006640,CC02325,C01664,2025-05,12941.64,647.08,9059.15,2025-06-29,PARTIAL,500
6640,P0006641,CC03213,C04457,2025-06,53067.0,2653.35,37146.9,2025-06-10,PARTIAL,0
6641,P0006642,CC02739,C01623,2025-01,30226.01,1511.3,33248.61,2025-01-22,Paid,250
6642,P0006643,CC00284,C04587,2025-04,4802.72,240.14,3361.9,2025-05-15,PARTIAL,500
6643,P0006644,CC00101,C03842,2025-07,12925.5,646.28,9047.85,2025-07-30,PARTIAL,250
6644,P0006645,CC03396,C02894,2025-11,53985.12,2699.26,2699.26,2025-11-13,PARTIAL,0
6645,P0006646,CC00055,C00186,2026-02,27060.44,1353.02,1353.02,2026-01-04,PARTIAL,500
6646,P0006647,CC02902,C01650,2026-02,968.14,48.41,1064.95,2026-04-01,Paid,250
6647,P0006648,CC02982,C04738,2025-09,12923.24,646.16,14215.56,2025-10-15,Paid,100
6648,P0006649,CC02988,C02665,2026-04,2750.3,137.52,0.0,2026-04-17,MISSED,500
6649,P0006650,CC01926,C01181,2025-03,3337.92,166.9,3337.92,2025-03-17,Paid,750
6650,P0006651,CC00952,C00489,2025-03,14382.36,719.12,10067.65,2025-03-22,PARTIAL,250
6651,P0006652,CC02254,C04469,2025-11,26655.21,1332.76,29320.73,2025-12-15,Paid,750
6652,P0006653,CC02236,C01236,2025-03,90802.14,4540.11,27240.64,2025-03-22,PARTIAL,250
6653,P0006654,CC00536,C03978,2026-02,40136.4,2006.82,9999999.0,2026-02-10,PARTIAL,0
6654,P0006655,CC00715,C03807,2026-04,20690.74,1034.54,1034.54,2026-04-15,PARTIAL,0
6655,P0006656,CC02396,C02627,2025-04,25956.47,1297.82,0.0,2025-04-10,MISSED,0
6656,P0006657,CC01553,C03055,2026-04,2798.17,139.91,0.0,2026-04-13,MISSED,0
6657,P0006658,CC00075,C02371,2025-12,7562.52,378.13,0.0,2025-12-17,MISSED,750
6658,P0006659,CC00856,C00557,2026-03,28791.44,1439.57,28791.44,2026-04-14,Paid,250
6659,P0006660,CC01411,C01880,2025-03,13208.85,660.44,3962.65,2025-04-14,PARTIAL,100
6660,P0006661,CC00654,C04686,2026-02,12203.92,610.2,12203.92,2026-02-17,Paid,250
6661,P0006662,CC01772,C00376,2026-03,20097.47,1004.87,14068.23,2026-10-03,PARTIAL,0
6662,P0006663,CC01640,C04639,2025-04,84310.39,4215.52,25293.12,2025-04-30,PARTIAL,500
6663,P0006664,CC00615,C03598,2026-04,13747.07,687.35,9622.95,2026-04-17,PARTIAL,500
6664,P0006665,CC03245,C04989,2025-05,8709.24,435.46,2612.77,2025-06-29,PARTIAL,250
6665,P0006666,CC02878,C01167,2026-04,10243.59,512.18,-2000.0,2026-05-30,PARTIAL,500
6666,P0006667,CC00316,C04140,2025-03,56894.32,2844.72,56894.32,2025-04-14,Paid,500
6667,P0006668,CC00963,C04987,2026-04,14981.89,749.09,14981.89,2026-05-15,Paid,750
6668,P0006669,CC03263,C02458,2025-04,3120.95,156.05,0.0,2025-04-30,MISSED,750
6669,P0006670,CC03370,C04408,2025-02,12722.18,636.11,0.0,2025-02-17,MISSED,250
6670,P0006671,CC00784,C01198,2025-12,3659.02,182.95,182.95,2025-12-15,PARTIAL,0
6671,P0006672,CC01093,C04108,2026-03,4530.86,226.54,226.54,2026-03-17,PARTIAL,250
6672,P0006673,CC00482,C01570,2025-08,10387.96,519.4,11426.76,2025-08-22,Paid,250
6673,P0006674,CC00318,C00751,2025-09,59148.87,2957.44,2957.44,2025-09-15,PARTIAL,0
6674,P0006675,CC02365,C00935,2025-07,6090.58,304.53,6699.64,2025-07-13,Paid,0
6675,P0006676,CC02935,C00172,2026-02,48305.23,2415.26,53135.75,2026-03-02,Paid,750
6676,P0006677,CC00213,C02177,2025-11,17241.01,862.05,18965.11,2025-11-30,Paid,100
6677,P0006678,CC01345,C03556,2025-06,30565.02,1528.25,1528.25,2025-06-22,PARTIAL,100
6678,P0006679,CC03269,C02154,2025-09,8469.19,423.46,0.0,2025-09-13,MISSED,0
6679,P0006680,CC02186,C00979,2025-05,15056.63,752.83,10539.64,2025-06-14,PARTIAL,750
6680,P0006681,CC01575,C01627,2025-01,31837.16,1591.86,9551.15,2025-01-10,PARTIAL,0
6681,P0006682,CC00192,C01313,2026-06,9483.13,474.16,0.0,2026-10-06,MISSED,0
6682,P0006683,CC01425,C00637,2025-05,52570.55,2628.53,15771.17,2025-05-13,PARTIAL,0
6683,P0006684,CC02957,C04335,2025-08,20185.37,1009.27,22203.91,2025-08-30,Paid,250
6684,P0006685,CC00094,C01488,2026-05,9424.0,471.2,471.2,2026-05-15,PARTIAL,0
6685,P0006686,CC00095,C04497,2025-04,2696.99,134.85,0.0,2025-04-15,MISSED,0
6686,P0006687,CC01116,C00567,2026-01,9842.23,492.11,0.0,2026-02-14,MISSED,100
6687,P0006688,CC00849,C03649,2025-12,3932.77,196.64,196.64,2026-01-14,PARTIAL,750
6688,P0006689,CC00888,C00840,2025-05,32143.06,1607.15,22500.14,2025-05-15,PARTIAL,0
6689,P0006690,CC01657,C00205,2025-06,2432.45,121.62,2432.45,2025-06-10,Paid,0
6690,P0006691,CC02546,C03440,2025-01,11202.77,560.14,12323.05,2025-03-01,Paid,250
6691,P0006692,CC02136,C03089,2025-11,9107.16,455.36,0.0,2025-11-22,MISSED,100
6692,P0006693,CC02358,C04248,2025-03,54591.62,2729.58,54591.62,2025-03-10,Paid,0
6693,P0006694,CC01857,C02130,2026-04,7307.95,365.4,8038.75,2026-04-30,Paid,250
6694,P0006695,CC00540,C00459,2025-02,13395.92,669.8,4018.78,2025-02-22,PARTIAL,100
6695,P0006696,CC03310,C02837,2026-03,3815.53,190.78,190.78,2026-04-29,PARTIAL,100
6696,P0006697,CC01771,C00800,2026-04,9094.72,454.74,0.0,2026-04-15,MISSED,0
6697,P0006698,CC01797,C04450,2025-04,28843.47,1442.17,20190.43,2025-04-13,PARTIAL,0
6698,P0006699,CC01454,C00954,2025-11,10750.73,537.54,7525.51,2025-11-15,PARTIAL,0
6699,P0006700,CC00051,C02049,2026-06,38377.61,1918.88,26864.33,2026-07-15,PARTIAL,500
6700,P0006701,CC01139,C04563,2025-04,8577.23,428.86,8577.23,2025-05-30,Paid,750
6701,P0006702,CC02144,C04246,2025-12,8440.64,422.03,422.03,2025-12-15,PARTIAL,0
6702,P0006703,CC02341,C03888,2025-04,6427.41,321.37,7070.15,2025-04-10,Paid,0
6703,P0006704,CC00927,C01960,2025-10,20850.1,1042.5,6255.03,2025-10-17,PARTIAL,250
6704,P0006705,CC01836,C00225,2025-01,15638.2,781.91,0.0,2025-01-22,MISSED,750
6705,P0006706,CC02282,C03434,2025-03,13802.16,690.11,690.11,2025-03-10,PARTIAL,0
6706,P0006707,CC01527,C02083,2026-06,3629.76,181.49,0.0,2026-06-15,MISSED,0
6707,P0006708,CC01017,C03716,2025-10,26143.08,1307.15,1307.15,2025-10-22,PARTIAL,100
6708,P0006709,CC01305,C00228,2026-03,39666.51,1983.33,39666.51,2026-03-10,Paid,0
6709,P0006710,CC00232,C04010,2025-11,6769.85,338.49,4738.89,2025-12-15,PARTIAL,500
6710,P0006711,CC01885,C02189,2025-05,6490.69,324.53,0.0,2025-06-14,MISSED,750
6711,P0006712,CC02032,C03084,2026-01,8910.88,445.54,6237.62,2026-01-15,PARTIAL,0
6712,P0006713,CC01889,C02645,2025-10,10180.19,509.01,3054.06,2025-10-17,PARTIAL,750
6713,P0006714,CC01714,C01898,2025-12,15264.81,763.24,0.0,2025-12-10,MISSED,0
6714,P0006715,CC02379,C03194,2026-01,42341.64,2117.08,46575.8,2026-01-13,Paid,0
6715,P0006716,CC02644,C03222,2025-08,10289.78,514.49,3086.93,2025-09-14,PARTIAL,500
6716,P0006717,CC01368,C03010,2025-12,14389.56,719.48,0.0,2026-01-14,MISSED,750
6717,P0006718,CC00858,C00160,2025-12,15517.68,775.88,4655.3,2025-12-15,PARTIAL,0
6718,P0006719,CC00920,C00119,2025-05,5206.14,260.31,5206.14,2025-05-17,Paid,750
6719,P0006720,CC02990,C03036,2026-05,32820.7,1641.03,0.0,2026-05-17,MISSED,500
6720,P0006721,CC01025,C01667,2025-01,16403.89,820.19,0.0,2025-03-01,MISSED,750
6721,P0006722,CC02435,C03755,2025-05,4414.25,220.71,0.0,2025-05-17,MISSED,750
6722,P0006723,CC03146,C03380,2025-06,10698.23,534.91,11768.05,2025-07-15,Paid,250
6723,P0006724,CC02580,C04054,2025-02,24202.38,1210.12,24202.38,2025-02-17,Paid,500
6724,P0006725,CC02458,C03476,2025-07,32858.55,1642.93,36144.41,2025-07-10,Paid,0
6725,P0006726,CC02200,C04494,2025-07,13806.71,690.34,13806.71,2025-07-15,Paid,0
6726,P0006727,CC00418,C04993,2026-06,29042.39,1452.12,20329.67,2026-07-15,PARTIAL,750
6727,P0006728,CC00844,C02704,2026-05,29419.63,1470.98,8825.89,2026-05-22,PARTIAL,750
6728,P0006729,CC03217,C03572,2025-09,12630.53,631.53,3789.16,2025-09-30,PARTIAL,500
6729,P0006730,CC01479,C00535,2025-01,21126.08,1056.3,6337.82,2025-02-14,PARTIAL,500
6730,P0006731,CC01491,C03124,2025-06,6756.74,337.84,6756.74,2025-06-17,Paid,100
6731,P0006732,CC01311,C00062,2025-05,15456.88,772.84,4637.06,2025-06-29,PARTIAL,500
6732,P0006733,CC01313,C02986,2025-05,18519.36,925.97,18519.36,2025-05-15,Paid,0
6733,P0006734,CC01047,C03793,2025-08,8649.05,432.45,8649.05,2025-08-30,Paid,250
6734,P0006735,CC02773,C02087,2026-03,8471.76,423.59,0.0,2026-10-03,MISSED,0
6735,P0006736,CC01323,C01668,2026-01,33305.85,1665.29,9991.75,2026-01-10,PARTIAL,0
6736,P0006737,CC00173,C02417,2026-03,17432.91,871.65,12203.04,2026-04-29,PARTIAL,100
6737,P0006738,CC00947,C01855,2025-02,22188.62,1109.43,22188.62,2025-04-01,Paid,250
6738,P0006739,CC00467,C00996,2026-03,15818.81,790.94,11073.17,2026-03-15,PARTIAL,0
6739,P0006740,CC02275,C04696,2025-11,8588.89,429.44,8588.89,2025-12-30,Paid,250
6740,P0006741,CC00011,C00917,2026-03,22115.47,1105.77,24327.02,2026-03-10,Paid,0
6741,P0006742,CC00404,C01129,2026-01,13737.19,686.86,13737.19,2026-01-13,Paid,0
6742,P0006743,CC00308,C03516,2026-02,10193.85,509.69,7135.69,2026-03-02,PARTIAL,500
6743,P0006744,CC01028,C01102,2025-01,3264.65,163.23,2285.26,2025-01-30,PARTIAL,100
6744,P0006745,CC01992,C01601,2026-05,72412.54,3620.63,0.0,2026-05-13,MISSED,0
6745,P0006746,CC00873,C04095,2025-05,45554.05,2277.7,13666.22,2025-06-29,PARTIAL,100
6746,P0006747,CC02964,C01811,2025-01,13402.86,670.14,670.14,2025-01-10,PARTIAL,0
6747,P0006748,CC03230,C03837,2025-04,8860.27,443.01,8860.27,2025-04-15,Paid,0
6748,P0006749,CC00816,C00315,2025-02,35281.32,1764.07,38809.45,2025-02-22,Paid,500
6749,P0006750,CC01983,C04426,2025-04,23536.29,1176.81,-2000.0,2025-04-13,PARTIAL,0
6750,P0006751,CC00746,C02207,2026-01,11705.7,585.29,8193.99,2026-01-13,PARTIAL,0
6751,P0006752,CC02298,C01659,2026-04,25691.05,1284.55,17983.73,2026-05-15,PARTIAL,250
6752,P0006753,CC02750,C02322,2025-10,42749.1,2137.45,0.0,2025-10-30,MISSED,500
6753,P0006754,CC02445,C00131,2025-05,5022.04,251.1,3515.43,2025-05-13,PARTIAL,0
6754,P0006755,CC03361,C03236,2025-05,59266.24,2963.31,2963.31,2025-05-30,PARTIAL,500
6755,P0006756,CC01197,C02691,2025-05,19539.79,976.99,5861.94,2025-06-29,PARTIAL,750
6756,P0006757,CC00673,C02749,2025-09,9899.21,494.96,2969.76,2025-09-22,PARTIAL,250
6757,P0006758,CC03008,C04709,2025-04,12712.45,635.62,8898.72,2025-04-30,PARTIAL,750
6758,P0006759,CC00976,C02935,2025-09,19926.76,996.34,996.34,2025-09-15,PARTIAL,0
6759,P0006760,CC00796,C04465,2025-05,17172.03,858.6,12020.42,2025-05-17,PARTIAL,500
6760,P0006761,CC01271,C01647,2025-03,4364.45,218.22,218.22,2025-03-22,PARTIAL,100
6761,P0006762,CC03030,C04650,2025-03,4579.08,228.95,5036.99,2025-03-30,Paid,250
6762,P0006763,CC01450,C04282,2026-05,3801.99,190.1,2661.39,2026-05-13,PARTIAL,0
6763,P0006764,CC03157,C01040,2025-06,9508.82,475.44,10459.7,2025-06-17,Paid,750
6764,P0006765,CC00367,C01713,2025-06,35143.26,1757.16,24600.28,2025-06-13,PARTIAL,0
6765,P0006766,CC01057,C00402,2025-01,43818.81,2190.94,13145.64,2025-01-17,PARTIAL,750
6766,P0006767,CC00619,C01280,2026-03,3199.79,159.99,3519.77,2026-03-17,Paid,500
6767,P0006768,CC01893,C00686,2025-09,12395.36,619.77,13634.9,2025-10-30,Paid,500
6768,P0006769,CC01140,C00636,2025-04,8737.55,436.88,0.0,2025-04-30,MISSED,250
6769,P0006770,CC00107,C03135,2025-08,8944.39,447.22,2683.32,2025-09-29,PARTIAL,250
6770,P0006771,CC02209,C03042,2026-01,16127.55,806.38,16127.55,2026-03-01,Paid,100
6771,P0006772,CC03073,C00600,2025-10,1682.45,84.12,84.12,2025-10-13,PARTIAL,0
6772,P0006773,CC03363,C00414,2025-03,6864.55,343.23,343.23,2025-03-13,PARTIAL,0
6773,P0006774,CC01888,C04200,2026-06,14134.6,706.73,15548.06,2026-06-22,Paid,750
6774,P0006775,CC00738,C03125,2025-01,6241.21,312.06,312.06,2025-02-14,PARTIAL,500
6775,P0006776,CC02976,C02959,2025-07,44318.15,2215.91,48749.97,2025-07-17,Paid,100
6776,P0006777,CC00340,C00835,2025-10,16045.68,802.28,11231.98,2025-10-17,PARTIAL,500
6777,P0006778,CC02742,C04778,2026-06,4515.98,225.8,4515.98,2026-06-17,Paid,250
6778,P0006779,CC01917,C02183,2025-03,7462.42,373.12,0.0,2025-03-22,MISSED,100
6779,P0006780,CC02456,C03277,2026-03,26970.69,1348.53,0.0,2026-03-10,MISSED,0
6780,P0006781,CC02392,C03817,2025-07,51596.26,2579.81,0.0,2025-08-29,MISSED,250
6781,P0006782,CC03220,C04913,2026-04,11159.58,557.98,3347.87,2026-04-15,PARTIAL,0
6782,P0006783,CC01716,C04533,2025-05,5229.54,261.48,5752.49,2025-06-14,Paid,250
6783,P0006784,CC01532,C03185,2026-05,8208.53,410.43,9029.38,2026-05-30,Paid,500
6784,P0006785,CC00287,C03078,2026-06,5102.02,255.1,0.0,2026-06-15,MISSED,0
6785,P0006786,CC02991,C04687,2025-06,16381.64,819.08,4914.49,2025-06-17,PARTIAL,100
6786,P0006787,CC02952,C00275,2025-01,10504.79,525.24,10504.79,2025-02-14,Paid,750
6787,P0006788,CC02403,C04202,2026-05,20074.29,1003.71,14052.0,2026-05-15,PARTIAL,0
6788,P0006789,CC00660,C04103,2025-03,7184.58,359.23,359.23,2025-03-10,PARTIAL,0
6789,P0006790,CC01342,C03782,2026-03,18277.05,913.85,12793.93,2026-03-15,PARTIAL,0
6790,P0006791,CC00626,C04480,2025-08,6988.61,349.43,2096.58,2025-08-30,PARTIAL,100
6791,P0006792,CC01977,C03519,2026-02,20816.73,1040.84,0.0,2026-02-22,MISSED,500
6792,P0006793,CC00431,C01778,2025-05,15175.72,758.79,15175.72,2025-05-17,Paid,750
6793,P0006794,CC02251,C04963,2025-04,22593.22,1129.66,6777.97,2025-04-30,PARTIAL,500
6794,P0006795,CC02697,C02506,2025-11,3585.17,179.26,3943.69,2025-12-30,Paid,750
6795,P0006796,CC02590,C03548,2025-06,3912.06,195.6,0.0,2025-07-15,MISSED,250
6796,P0006797,CC01445,C01536,2025-09,8163.69,408.18,408.18,2025-10-15,PARTIAL,100
6797,P0006798,CC03374,C03765,2025-11,9474.73,473.74,10422.2,2025-11-30,Paid,250
6798,P0006799,CC00609,C03292,2026-03,8908.94,445.45,0.0,2026-03-17,MISSED,500
6799,P0006800,CC01334,C00195,2025-02,52386.0,2619.3,57624.6,2025-02-22,Paid,250
6800,P0006801,CC03325,C01300,2026-06,29883.95,1494.2,0.0,2026-06-15,MISSED,0
6801,P0006802,CC00496,C03824,2026-02,13712.24,685.61,0.0,2026-02-13,MISSED,0
6802,P0006803,CC00892,C02688,2026-04,31928.05,1596.4,22349.63,2026-04-15,PARTIAL,0
6803,P0006804,CC02757,C03720,2025-01,38971.85,1948.59,1948.59,2025-01-22,PARTIAL,250
6804,P0006805,CC02979,C04931,2026-03,95258.01,4762.9,104783.81,2026-03-17,Paid,500
6805,P0006806,CC02007,C00911,2025-11,32828.0,1641.4,22979.6,2025-12-30,PARTIAL,750
6806,P0006807,CC02842,C01155,2025-01,10174.93,508.75,508.75,2025-01-13,PARTIAL,0
6807,P0006808,CC01077,C01582,2025-03,10128.76,506.44,3038.63,2025-03-30,PARTIAL,500
6808,P0006809,CC00943,C01847,2026-06,79192.85,3959.64,79192.85,2026-06-17,Paid,750
6809,P0006810,CC03237,C03531,2026-04,10862.01,543.1,11948.21,2026-05-15,Paid,100
6810,P0006811,CC03319,C01505,2025-11,18633.53,931.68,13043.47,2025-12-15,PARTIAL,100
6811,P0006812,CC01278,C03232,2025-03,18932.91,946.65,18932.91,2025-03-30,Paid,250
6812,P0006813,CC02528,C04388,2025-11,15140.32,757.02,10598.22,2025-11-30,PARTIAL,500
6813,P0006814,CC03070,C04959,2025-12,4062.39,203.12,2843.67,2025-12-22,PARTIAL,750
6814,P0006815,CC02246,C02276,2025-07,9044.6,452.23,9949.06,2025-08-29,Paid,500
6815,P0006816,CC00269,C02673,2026-03,3323.85,166.19,3656.24,2026-03-22,Paid,500
6816,P0006817,CC00720,C03007,2025-04,4024.4,201.22,2817.08,2025-04-22,PARTIAL,500
6817,P0006818,CC02826,C01728,2026-02,27684.04,1384.2,0.0,2026-02-17,MISSED,250
6818,P0006819,CC01479,C00535,2025-04,14987.39,749.37,14987.39,2025-04-15,Paid,0
6819,P0006820,CC00962,C00487,2026-02,32019.19,1600.96,1600.96,2026-02-15,PARTIAL,0
6820,P0006821,CC00291,C02363,2025-06,9512.45,475.62,6658.72,2025-06-17,PARTIAL,500
6821,P0006822,CC00256,C00029,2026-06,19585.37,979.27,5875.61,2026-07-30,PARTIAL,250
6822,P0006823,CC02019,C00743,2025-11,1579.02,78.95,1579.02,2025-12-15,Paid,750
6823,P0006824,CC01851,C01305,2025-01,38592.2,1929.61,11577.66,2025-01-15,PARTIAL,0
6824,P0006825,CC00979,C04329,2025-05,44480.41,2224.02,44480.41,2025-05-22,Paid,500
6825,P0006826,CC02812,C00738,2025-11,7735.52,386.78,8509.07,2025-11-22,Paid,750
6826,P0006827,CC01692,C02218,2025-05,24316.11,1215.81,24316.11,2025-10-05,Paid,0
6827,P0006828,CC02599,C00135,2025-09,23129.6,1156.48,16190.72,2025-09-10,PARTIAL,0
6828,P0006829,CC00609,C03292,2025-03,48412.01,2420.6,2420.6,2025-04-14,PARTIAL,250
6829,P0006830,CC02190,C03504,2026-03,76412.89,3820.64,53489.02,2026-04-14,PARTIAL,250
6830,P0006831,CC01005,C02933,2025-02,29476.59,1473.83,32424.25,2025-02-17,Paid,750
6831,P0006832,CC01366,C04866,2025-09,24342.96,1217.15,1217.15,2025-10-15,PARTIAL,250
6832,P0006833,CC00271,C01886,2025-06,6898.91,344.95,6898.91,2025-07-15,Paid,500
6833,P0006834,CC02552,C04961,2026-01,5144.67,257.23,5144.67,2026-02-14,Paid,250
6834,P0006835,CC02751,C00282,2025-11,19547.59,977.38,21502.35,2025-11-30,Paid,500
6835,P0006836,CC02648,C00972,2025-10,4111.96,205.6,4111.96,2025-10-10,Paid,0
6836,P0006837,CC02495,C00245,2025-03,10517.79,525.89,525.89,2025-04-29,PARTIAL,250
6837,P0006838,CC01643,C03809,2025-02,7199.39,359.97,5039.57,2025-04-01,PARTIAL,250
6838,P0006839,CC01088,C04602,2026-06,26118.8,1305.94,26118.8,2026-06-30,Paid,100
6839,P0006840,CC03345,C00696,2026-04,15861.55,793.08,793.08,2026-05-30,PARTIAL,250
6840,P0006841,CC03150,C01834,2026-03,14365.42,718.27,4309.63,2026-03-15,PARTIAL,0
6841,P0006842,CC00155,C03835,2025-09,75109.64,3755.48,22532.89,2025-09-17,PARTIAL,500
6842,P0006843,CC01229,C03615,2025-03,5566.44,278.32,278.32,2025-03-30,PARTIAL,100
6843,P0006844,CC02984,C03564,2026-03,34324.29,1716.21,10297.29,2026-03-13,PARTIAL,0
6844,P0006845,CC01137,C01424,2025-10,9395.99,469.8,9395.99,2025-11-29,Paid,500
6845,P0006846,CC03264,C03198,2026-04,16190.24,809.51,4857.07,2026-04-30,PARTIAL,500
6846,P0006847,CC00793,C04828,2025-08,8245.7,412.29,5771.99,2025-08-22,PARTIAL,750
6847,P0006848,CC01233,C01383,2025-07,104353.21,5217.66,73047.25,2025-07-17,PARTIAL,500
6848,P0006849,CC00767,C03475,2025-08,19802.96,990.15,990.15,2025-09-14,PARTIAL,500
6849,P0006850,CC00066,C00498,2026-04,1938.14,96.91,0.0,2026-04-10,MISSED,0
6850,P0006851,CC01368,C03010,2026-02,24206.36,1210.32,7261.91,2026-02-15,PARTIAL,0
6851,P0006852,CC01182,C00850,2025-06,6507.21,325.36,7157.93,2025-06-30,Paid,100
6852,P0006853,CC00205,C03378,2025-05,4530.47,226.52,4983.52,2025-05-15,Paid,0
6853,P0006854,CC02166,C03117,2026-03,13042.0,652.1,14346.2,2026-03-10,Paid,0
6854,P0006855,CC02950,C04892,2025-04,51530.77,2576.54,56683.85,2025-05-30,Paid,500
6855,P0006856,CC01175,C04128,2025-09,31047.98,1552.4,1552.4,2025-09-30,PARTIAL,100
6856,P0006857,CC01415,C01506,2025-09,5830.28,291.51,4081.2,2025-09-13,PARTIAL,0
6857,P0006858,CC01646,C03142,2026-02,15659.02,782.95,0.0,2026-03-17,MISSED,750
6858,P0006859,CC01681,C04305,2026-05,2683.54,134.18,1878.48,2026-05-30,PARTIAL,250
6859,P0006860,CC03184,C00412,2025-03,14901.96,745.1,14901.96,2025-04-29,Paid,750
6860,P0006861,CC00782,C02861,2025-05,6230.94,311.55,311.55,2025-05-15,PARTIAL,0
6861,P0006862,CC02250,C04723,2025-07,5837.25,291.86,291.86,2025-07-15,PARTIAL,0
6862,P0006863,CC00283,C00188,2026-01,81702.02,4085.1,57191.41,2026-01-03,PARTIAL,500
6863,P0006864,CC02185,C03576,2026-02,4154.49,207.72,2908.14,2026-03-02,PARTIAL,500
6864,P0006865,CC01539,C02556,2025-07,12444.2,622.21,13688.62,2025-07-10,Paid,0
6865,P0006866,CC00781,C03276,2026-02,36552.64,1827.63,25586.85,2026-03-02,PARTIAL,100
6866,P0006867,CC01343,C03487,2025-11,54476.79,2723.84,16343.04,2025-11-30,PARTIAL,100
6867,P0006868,CC00480,C03637,2025-10,15001.14,750.06,15001.14,2025-10-10,Paid,0
6868,P0006869,CC02462,C00527,2026-01,10685.24,534.26,3205.57,2026-03-01,PARTIAL,100
6869,P0006870,CC01932,C04873,2025-11,9329.69,466.48,9329.69,2025-11-17,Paid,500
6870,P0006871,CC01523,C00710,2025-06,9770.25,488.51,9770.25,2025-06-22,Paid,500
6871,P0006872,CC01917,C02183,2026-06,38474.67,1923.73,42322.14,2026-06-30,Paid,100
6872,P0006873,CC00003,C02793,2026-02,10398.14,519.91,519.91,2026-03-17,PARTIAL,250
6873,P0006874,CC03054,C04582,2026-02,14731.35,736.57,16204.49,2026-02-22,Paid,750
6874,P0006875,CC00901,C03705,2025-06,33390.82,1669.54,36729.9,2025-07-30,Paid,500
6875,P0006876,CC01136,C04558,2025-01,2218.84,110.94,2218.84,2025-01-22,Paid,500
6876,P0006877,CC03314,C04104,2025-10,6149.1,307.46,6764.01,2025-10-13,Paid,0
6877,P0006878,CC00855,C01080,2026-01,8622.8,431.14,0.0,2026-03-01,MISSED,250
6878,P0006879,CC01864,C03481,2026-01,13421.09,671.05,671.05,2026-03-01,PARTIAL,250
6879,P0006880,CC03213,C04457,2026-04,1926.13,96.31,577.84,2026-05-15,PARTIAL,100
6880,P0006881,CC00176,C04890,2025-01,41516.12,2075.81,0.0,2025-01-30,MISSED,500
6881,P0006882,CC01683,C04461,2025-06,1185.7,59.29,0.0,2025-06-15,MISSED,0
6882,P0006883,CC00611,C04330,2025-10,24797.76,1239.89,27277.54,2025-10-15,Paid,0
6883,P0006884,CC01938,C00305,2025-02,20543.75,1027.19,20543.75,2025-02-15,Paid,0
6884,P0006885,CC02426,C00258,2025-05,6354.51,317.73,6989.96,2025-06-29,Paid,250
6885,P0006886,CC01781,C04306,2026-01,41145.82,2057.29,45260.4,2026-01-10,Paid,0
6886,P0006887,CC00688,C02767,2026-05,14087.49,704.37,0.0,2026-05-17,MISSED,250
6887,P0006888,CC02877,C01310,2025-01,15692.58,784.63,15692.58,2025-01-10,Paid,0
6888,P0006889,CC00156,C04345,2025-03,43204.15,2160.21,,2025-03-15,Paid,0
6889,P0006890,CC00844,C02704,2025-01,2131.23,106.56,639.37,2025-02-14,PARTIAL,750
6890,P0006891,CC00334,C02872,2025-04,9987.38,499.37,2996.21,2025-04-30,PARTIAL,100
6891,P0006892,CC00248,C01973,2025-09,5656.82,282.84,5656.82,2025-10-30,Paid,750
6892,P0006893,CC02102,C04337,2025-02,17252.58,862.63,18977.84,2025-02-22,Paid,500
6893,P0006894,CC01819,C03882,2025-01,74023.35,3701.17,81425.69,2025-01-22,Paid,100
