,Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Disbursement_Date,EMI,Outstanding_Principal,Days_Past_Due,Loan_Status,Branch_ID
2038,L002039,C03911,Education Loan,2445823.0,14.52,240,2023-11-10,31342.33,1756291.74,0,Active,BR006
2039,L002040,C03509,Business Loan,2330373.0,13.71,48,2024-06-19,63342.4,810155.3999999999,60,Active,BR004
2040,L002041,C03295,Home Loan,6022769.0,17.4,240,2026-04-16,90178.62,3227231.7800000003,0,Active,BR020
2041,L002042,C01750,Auto Loan,1561280.0,15.99,24,2023-02-11,76437.67,261839.6100000001,30,Active,BR009
2042,L002043,C03231,Education Loan,1640933.0,9.17,120,2023-05-17,20937.92,1452491.72,15,Active,BR029
2043,L002044,C03663,Education Loan,948988.0,8.25,84,2023-10-19,14909.61,725343.85,0,Active,BR023
2044,L002045,C01123,Auto Loan,1371824.0,14.36,36,2025-10-07,47125.91,0.0,15,Active,BR024
2045,L002046,C01951,Auto Loan,2270891.0,13.93,36,2026-06-10,77536.49,0.0,0,Active,BR021
2046,L002047,C04064,Home Loan,2600665.0,12.49,240,2021-01-10,29528.88,2453020.6,0,Active,BR013
2047,L002048,C01738,Personal Loan,1400087.0,8.26,84,2024-06-04,22003.86,1312071.56,0,Active,BR013
2048,L002049,C04101,Home Loan,12377665.0,7.26,36,2024-07-11,383659.49,1251539.790000001,0,Active,BR012
2049,L002050,C04468,Business Loan,3417645.0,17.75,24,2022-01-22,170210.31,2736803.76,90,Active,BR024
2050,L002051,C02201,Personal Loan,604068.0,11.65,180,2023-07-28,7114.37,369293.79,0,Active,BR027
2051,L002052,C01251,Personal Loan,1497872.0,13.38,24,2022-12-18,71479.21,282725.42999999993,0,Active,BR024
2052,L002053,C04242,Personal Loan,333490.0,14.47,60,2025-10-09,7841.23,278601.39,0,Active,BR001
2053,L002054,C04367,Business Loan,9105148.0,10.18,180,2020-09-10,98849.47,7721255.42,0,Active,BR023
2054,L002055,C03261,Auto Loan,686784.0,9.0,24,2021-09-25,31375.55,184775.2,0,Active,BR006
2055,L002056,C01843,Business Loan,6921678.0,11.68,60,2023-10-31,152851.96,4781750.5600000005,0,Active,BR004
2056,L002057,C01387,Auto Loan,1852938.0,10.91,180,2020-12-11,20955.84,1203306.96,0,Active,BR020
2057,L002058,C03830,Education Loan,1504435.0,12.43,36,2025-05-06,50278.31,800538.66,0,Active,BR014
2058,L002059,C02348,Auto Loan,2918044.0,14.32,84,2020-11-17,55201.31,930796.84,0,Active,BR014
2059,L002060,C01524,Personal Loan,1450150.0,10.28,60,2025-04-15,31011.57,1419138.43,30,Active,BR003
2060,L002061,C03341,Business Loan,5854830.0,16.06,48,2022-10-24,166107.5,207175.0,0,Active,BR027
2061,L002062,C04542,Personal Loan,796526.0,8.46,36,2026-03-30,25129.6,67767.6000000001,0,Active,BR024
2062,L002063,C03291,Business Loan,8701103.0,16.65,84,2020-12-20,176058.51,4299640.25,0,Active,BR019
2063,L002064,C01463,Business Loan,3245822.0,15.9,60,2024-12-23,78759.73,2930783.08,5,Active,BR003
2064,L002065,C02943,Business Loan,8813539.0,8.05,24,2020-06-13,398813.51,438455.29,0,Active,BR024
2065,L002066,C00973,Auto Loan,2483497.0,10.75,24,2020-03-10,115462.38,58787.02000000002,0,Active,BR002
2066,L002067,C00531,Home Loan,8838633.0,14.49,24,2020-04-15,426417.11,4574461.9,60,Active,BR030
2067,L002068,C01758,Home Loan,12995708.0,7.33,60,2021-06-26,259358.76,6252380.24,0,Active,BR022
2068,L002069,C03540,Business Loan,6741124.0,11.54,60,2024-08-26,148390.3,6444343.4,0,Active,BR010
2069,L002070,C04553,Business Loan,9676702.0,14.43,180,2025-09-23,131676.17,7964911.79,5,Active,BR012
2070,L002071,C02547,Home Loan,7329059.0,15.05,48,2022-01-31,204159.0,2633402.0,30,Active,BR027
2071,L002072,C00938,Business Loan,6090957.0,13.22,84,2022-06-18,111536.27,5867884.46,0,Active,BR015
2072,L002073,C04053,Personal Loan,58573.0,10.0,24,2025-11-17,2702.85,28841.65,0,Active,BR015
2073,L002074,C02907,Education Loan,2301833.0,7.37,120,2023-05-03,27167.24,1785655.44,30,Active,BR019
2074,L002075,C01870,Education Loan,1483110.0,16.11,240,2026-03-22,20756.35,964201.25,90,Active,BR013
2075,L002076,C00255,Personal Loan,662905.0,10.21,60,2022-03-17,14153.37,634598.26,0,Active,BR004
2076,L002077,C00415,Personal Loan,68108.0,15.06,60,2025-06-21,1622.43,25924.82,0,Active,BR004
2077,L002078,C01193,Auto Loan,2114454.0,16.99,48,2020-10-09,61001.72,0.0,0,Active,BR004
2078,L002079,C04891,Personal Loan,1167022.0,10.79,48,2023-11-09,30043.42,956718.06,0,Active,BR011
2079,L002080,C00384,Business Loan,8843996.0,16.6,180,2021-09-04,133610.23,4568468.64,30,Active,BR002
2080,L002081,C04915,Home Loan,9602783.0,7.35,84,2020-12-24,146580.25,5498536.0,0,Active,BR018
2081,L002082,C04986,Education Loan,1595359.0,10.02,48,2023-08-22,40477.75,907237.25,0,Active,BR010
2082,L002083,C02260,Personal Loan,1153570.0,8.74,84,2020-07-11,18408.03,877449.55,5,Active,BR017
2083,L002084,C00154,Home Loan,14366260.0,16.57,12,2020-07-01,1307341.33,1292846.6999999993,15,Active,BR024
2084,L002085,C03450,Auto Loan,1275019.0,17.56,180,2024-07-30,20130.83,590570.7799999999,5,Active,BR008
2085,L002086,C00545,Education Loan,1887219.0,10.31,24,2023-12-16,87355.85,576881.25,0,Active,BR020
2086,L002087,C02769,Education Loan,1214563.0,14.78,12,2020-08-26,109498.36,1105064.64,0,Active,BR016
2087,L002088,C03214,Business Loan,1045474.0,17.69,240,2025-09-15,15885.94,823070.84,0,Active,BR017
2088,L002089,C01352,Home Loan,6498781.0,13.42,60,2026-01-21,149268.24,1423660.84,0,Active,BR022
2089,L002090,C03581,Personal Loan,438383.0,9.3,60,2020-01-30,9164.07,291757.88,0,Active,BR021
2090,L002091,C03925,Personal Loan,1378641.0,15.6,12,2024-11-19,124824.47,1128992.06,0,Active,BR007
2091,L002092,C00148,Business Loan,3055855.0,14.57,12,2020-08-17,275196.65,2780658.35,0,Active,BR005
2092,L002093,C01315,Home Loan,11111961.0,9.86,60,2024-08-13,235331.61,10170634.56,0,Active,BR004
2093,L002094,C01369,Auto Loan,305100.0,11.73,180,2026-02-07,3608.88,290664.48,15,Active,BR004
2094,L002095,C01203,Business Loan,2047875.0,11.2,240,2025-02-09,21417.37,1812283.93,90,NPA,BR012
2095,L002096,C01160,Personal Loan,837565.0,12.4,12,2026-03-09,74573.45,91830.5,0,Active,BR015
2096,L002097,C01191,Personal Loan,309418.0,17.99,24,2025-07-19,15445.92,499.5999999999767,120,Active,BR025
2097,L002098,C00122,Business Loan,2167064.0,12.53,12,2025-09-19,193078.72,429355.52,0,Active,BR021
2098,L002099,C03621,Personal Loan,1107320.0,15.13,120,2024-10-01,17953.2,981647.6,60,Active,BR002
2099,L002100,C00663,Education Loan,1350179.0,11.38,60,2024-07-22,29612.68,669087.36,60,Active,BR030
2100,L002101,C03615,Auto Loan,2611227.0,12.17,84,2026-04-30,46333.02,2101563.7800000003,30,Active,BR002
2101,L002102,C03384,Home Loan,9302922.0,16.73,84,2021-04-10,188663.93,6284299.12,0,Active,BR014
2102,L002103,C01525,Personal Loan,230679.0,17.68,12,2020-01-16,21113.53,146224.88,0,Active,BR002
2103,L002104,C01718,Personal Loan,1219610.0,9.79,60,2024-11-01,25787.27,626502.79,0,Active,BR024
2104,L002105,C03848,Education Loan,717384.0,12.07,24,2023-04-24,33793.21,345658.69,0,Active,BR016
2105,L002106,C03951,Personal Loan,1007280.0,11.22,36,2026-03-30,33082.1,709541.1000000001,0,Active,BR007
2106,L002107,C02553,Home Loan,3617108.0,7.33,48,2025-12-04,87171.02,3355594.94,120,NPA,BR030
2107,L002108,C03098,Education Loan,1648914.0,14.83,12,2025-04-27,148695.95,0.0,5,Active,BR014
2108,L002109,C00532,Business Loan,7452847.0,14.07,120,2022-04-13,116031.58,3739836.44,5,Active,BR001
2109,L002110,C03510,Personal Loan,1012142.0,11.77,240,2023-08-04,10982.69,803470.89,30,Active,BR016
2110,L002111,C01565,Auto Loan,1506407.0,7.28,120,2024-06-14,17708.82,1400154.08,0,Active,BR025
2111,L002112,C02101,Business Loan,898685.0,10.84,48,2023-01-28,23157.22,65025.07999999996,0,Active,BR009
2112,L002113,C04390,Personal Loan,1017759.0,13.89,36,2026-05-02,34730.24,0.0,15,Active,BR004
2113,L002114,C00990,Education Loan,1131898.0,13.24,84,2023-09-26,20739.42,841546.12,0,Active,BR022
2114,L002115,C02465,Personal Loan,900367.0,7.24,180,2024-04-17,8214.04,744300.24,0,Active,BR027
2115,L002116,C03736,Home Loan,9065795.0,16.05,48,2021-09-11,257159.39,836694.5199999996,0,Active,BR005
2116,L002117,C02603,Business Loan,1150723.0,7.52,36,2020-01-18,35805.21,0.0,0,Active,BR016
2117,L002118,C02188,Business Loan,2320493.0,10.65,240,2020-11-09,23401.61,1782255.97,30,Active,BR005
2118,L002119,C00695,Personal Loan,1017279.0,10.24,240,2023-05-09,9979.27,947424.11,0,Active,BR009
2119,L002120,C04939,Business Loan,2848819.0,8.55,12,2025-12-25,248539.34,1606122.3,30,Active,BR014
2120,L002121,C03155,Personal Loan,1271335.0,9.16,36,2023-07-09,40522.85,622969.4,30,Active,BR022
2121,L002122,C03066,Education Loan,2362745.0,7.21,12,2023-03-30,204669.45,111381.0499999998,0,Active,BR008
2122,L002123,C04795,Home Loan,5413257.0,11.28,36,2024-10-17,177941.74,252946.54000000004,0,Active,BR009
2123,L002124,C01647,Business Loan,2823445.0,14.25,12,2021-02-23,253841.23,31191.46999999974,0,Active,BR014
2124,L002125,C03643,Auto Loan,2727188.0,17.15,60,2020-09-17,67997.8,1911214.4,0,Active,BR019
2125,L002126,C01897,Education Loan,617339.0,15.43,48,2023-06-19,17315.87,565391.39,0,Active,BR015
2126,L002127,C02092,Personal Loan,545081.0,12.07,12,2025-02-17,48447.64,448185.72,0,Active,BR014
2127,L002128,C04270,Personal Loan,1467844.0,7.79,240,2020-10-24,12086.49,1226114.2,0,Active,BR019
2128,L002129,C04988,Auto Loan,2151421.0,7.73,12,2026-01-13,186880.26,469498.6599999999,30,Active,BR029
2129,L002130,C03667,Personal Loan,1264780.0,17.46,24,2021-08-30,62813.5,1013526.0,5,Active,BR003
2130,L002131,C03380,Home Loan,13857939.0,15.94,12,2024-05-04,1256949.26,0.0,0,Active,BR030
2131,L002132,C01255,Business Loan,7660532.0,17.66,180,2023-11-18,121497.5,6081064.5,0,Active,BR026
2132,L002133,C04073,Business Loan,2807666.0,17.44,48,2021-06-22,81655.87,1256204.4700000002,60,Active,BR022
2133,L002134,C00963,Personal Loan,409906.0,12.3,240,2025-11-29,4599.44,276522.24,30,Active,BR014
2134,L002135,C00083,Home Loan,14048041.0,12.48,120,2026-02-01,205465.8,8089532.800000001,0,Active,BR022
2135,L002136,C01985,Home Loan,8779687.0,10.33,48,2022-09-30,224069.53,2281670.63,0,Active,BR016
2136,L002137,C03441,Education Loan,569077.0,12.51,36,2025-12-16,19040.42,359632.38,15,Active,BR003
2137,L002138,C01074,Home Loan,2174938.0,16.8,24,2024-01-20,107324.97,350413.51,90,Active,BR003
2138,L002139,C02475,Business Loan,313338.0,14.23,60,2022-03-12,7328.24,144788.48,15,Active,BR001
2139,L002140,C02582,Home Loan,6818807.0,15.85,84,2020-03-27,134853.68,4661148.12,0,Active,BR012
2140,L002141,C01681,Home Loan,7304306.0,9.72,84,2022-02-10,120206.0,5020392.0,60,Active,BR010
2141,L002142,C00320,Auto Loan,1202283.0,13.27,24,2025-01-20,57311.32,0.0,0,Active,BR009
2142,L002143,C01174,Home Loan,5647434.0,15.45,60,2025-04-21,135689.73,1441052.37,0,Active,BR004
2143,L002144,C04358,Home Loan,1829995.0,17.77,36,2026-06-06,65947.75,972674.25,0,Active,BR005
2144,L002145,C00773,Education Loan,2080154.0,14.79,180,2023-03-31,28814.95,1993709.15,0,Active,BR005
2145,L002146,C04241,Auto Loan,2810785.0,13.25,180,2023-07-05,36026.86,2342435.82,0,Active,BR009
2146,L002147,C00105,Education Loan,649105.0,7.99,120,2023-09-30,7872.01,570384.9,0,Active,BR025
2147,L002148,C00600,Auto Loan,449221.0,7.43,60,2021-12-31,8986.53,251517.34,0,Active,BR002
2148,L002149,C04016,Home Loan,9831927.0,13.1,84,2020-10-14,179397.01,3553031.6499999994,5,Active,BR018
2149,L002150,C01206,Home Loan,1918779.0,16.28,36,2022-05-11,67724.12,564296.6000000001,5,Active,BR027
2150,L002151,C04357,Home Loan,13397095.0,11.08,36,2022-10-29,439111.43,12518872.14,60,Active,BR026
2151,L002152,C01609,Auto Loan,846136.0,14.62,120,2020-06-01,13454.9,778861.5,0,Active,BR001
2152,L002153,C02018,Home Loan,4533265.0,15.82,24,2022-10-02,221573.07,988095.88,0,Active,BR030
2153,L002154,C01877,Home Loan,5712631.0,12.99,12,2025-10-23,510209.84,5202421.16,0,Active,BR003
2154,L002155,C00451,Business Loan,1754364.0,12.88,120,2026-04-13,26070.51,1024389.72,0,Active,BR002
2155,L002156,C01399,Education Loan,2310697.0,7.57,24,2022-01-01,104053.99,2206643.01,0,Active,BR012
2156,L002157,C04724,Home Loan,14544990.0,14.42,84,2024-10-24,275959.07,4610463.48,30,Active,BR021
2157,L002158,C04647,Education Loan,108767.0,12.68,48,2023-03-28,2900.7,79760.0,0,Active,BR014
2158,L002159,C03180,Education Loan,2296963.0,10.25,24,2020-01-22,106258.42,1446895.64,0,Active,BR018
2159,L002160,C04435,Personal Loan,1185704.0,12.56,180,2025-02-27,14660.39,1171043.61,0,Active,BR029
2160,L002161,C01990,Business Loan,3552590.0,7.05,48,2022-09-17,85153.62,572213.3000000003,120,Written Off,BR025
2161,L002162,C00340,Personal Loan,233858.0,17.41,36,2024-09-08,8385.47,99690.48,0,Active,BR022
2162,L002163,C01336,Home Loan,4524064.0,9.77,48,2021-12-24,114242.89,3153149.3200000003,5,Active,BR006
2163,L002164,C04751,Auto Loan,2729768.0,16.97,60,2022-03-27,67797.74,1712801.9,0,Active,BR006
2164,L002165,C00383,Education Loan,182202.0,12.06,84,2021-08-06,3222.21,85535.7,0,Active,BR015
2165,L002166,C02976,Business Loan,5541319.0,17.64,24,2021-10-13,275682.46,4714271.62,5,Active,BR004
2166,L002167,C02326,Auto Loan,779709.0,16.56,12,2024-10-03,70950.46,637808.08,0,Active,BR016
2167,L002168,C00114,Personal Loan,1110409.0,8.7,60,2023-05-20,22888.93,538185.75,0,Active,BR002
2168,L002169,C02022,Business Loan,3626546.0,7.67,60,2020-12-15,72961.86,1656575.78,0,Active,BR005
2169,L002170,C00033,Home Loan,3042293.0,12.72,24,2022-06-07,144236.36,734511.2400000002,5,Active,BR006
2170,L002171,C04741,Business Loan,3984956.0,10.76,84,2024-03-02,67730.33,3172192.04,0,Active,BR004
2171,L002172,C02993,Education Loan,1955107.0,13.28,36,2020-09-01,66139.27,963017.95,0,Active,BR010
2172,L002173,C04431,Business Loan,3106161.0,15.41,12,2024-02-13,280958.14,2544244.72,0,Active,BR017
2173,L002174,C04434,Education Loan,1809776.0,16.51,120,2024-05-27,30893.81,1655306.95,60,Active,BR027
2174,L002175,C02363,Personal Loan,703160.0,12.97,24,2021-03-09,33419.6,335544.4,120,NPA,BR013
2175,L002176,C02949,Home Loan,2607200.0,16.33,12,2024-03-02,236960.83,0.0,30,Active,BR019
2176,L002177,C04505,Education Loan,1374162.0,15.59,84,2020-10-30,26973.78,888633.96,5,Active,BR029
2177,L002178,C03934,Personal Loan,1134680.0,14.73,60,2024-08-08,26833.41,356511.11,0,Active,BR009
2178,L002179,C03598,Auto Loan,596964.0,9.1,120,2022-01-24,7594.43,414697.68,0,Active,BR025
2179,L002180,C03182,Personal Loan,521882.0,16.44,84,2025-01-21,10496.86,511385.14,0,Active,BR025
2180,L002181,C02550,Education Loan,631682.0,11.63,60,2024-11-28,13933.6,562014.0,0,Active,BR006
2181,L002182,C04188,Home Loan,12913517.0,12.9,120,2022-11-29,192051.76,11185051.16,0,Active,BR019
2182,L002183,C04626,Personal Loan,1046427.0,10.37,60,2020-04-17,22424.47,508239.72,0,Active,BR014
2183,L002184,C01080,Business Loan,1409766.0,7.06,180,2021-08-20,12718.71,1384328.58,0,Active,BR017
2184,L002185,C00063,Education Loan,1548452.0,16.83,84,2023-07-02,31491.92,572202.4800000001,0,Active,BR002
2185,L002186,C04675,Education Loan,684623.0,7.75,240,2024-10-20,5620.4,538492.6,30,Active,BR023
2186,L002187,C00594,Auto Loan,2337870.0,7.19,240,2021-01-17,18393.07,2153939.3,15,Active,BR020
2187,L002188,C00269,Personal Loan,1192126.0,16.54,12,2022-08-17,108467.48,0.0,0,Active,BR028
2188,L002189,C00085,Personal Loan,914885.0,14.44,24,2022-04-16,44116.68,0.0,0,Active,BR022
2189,L002190,C02206,Auto Loan,1447515.0,17.18,240,2022-08-14,21430.52,1211779.28,0,Active,BR006
2190,L002191,C02021,Auto Loan,1487315.0,12.51,60,2025-02-17,33469.09,1286500.46,0,Active,BR020
2191,L002192,C03060,Home Loan,4957391.0,11.08,84,2025-04-15,85091.28,2745017.72,0,Active,BR005
2192,L002193,C04078,Education Loan,1712980.0,10.77,180,2024-03-03,19223.0,1020952.0,0,Active,BR015
2193,L002194,C00300,Personal Loan,613712.0,7.63,180,2022-05-07,5734.62,585038.9,0,Active,BR003
2194,L002195,C02025,Personal Loan,377057.0,13.38,120,2024-08-11,5714.69,314195.41000000003,0,Active,BR018
2195,L002196,C00906,Business Loan,2465704.0,9.15,60,2024-05-14,51363.65,1643885.6,0,Active,BR022
2196,L002197,C03200,Education Loan,1955860.0,12.78,60,2025-01-18,44281.87,981658.86,30,Active,BR010
2197,L002198,C04157,Auto Loan,1401498.0,17.36,84,2024-12-04,28933.07,1112167.3,0,Active,BR014
2198,L002199,C02595,Business Loan,7920740.0,14.99,12,2026-03-03,714875.25,5776114.25,0,Active,BR029
2199,L002200,C01748,Personal Loan,260904.0,13.15,12,2024-07-15,23321.6,74331.20000000001,0,Active,BR008
2200,L002201,C02607,Personal Loan,-500000.0,11.87,48,2023-08-15,25528.76,129332.92000000004,0,Active,BR022
2201,L002202,C04599,Auto Loan,1139193.0,9.22,240,2023-01-13,10411.35,826852.5,0,Active,BR020
2202,L002203,C04092,Auto Loan,1347587.0,15.47,60,2023-09-30,32392.42,796915.86,0,Active,BR012
2203,L002204,C04910,Personal Loan,1101461.0,10.06,48,2024-06-23,27967.65,709913.8999999999,5,Active,BR013
2204,L002205,C04514,Home Loan,5828559.0,8.43,240,2025-07-12,50323.66,5174351.42,0,Active,BR022
2205,L002206,C02133,Auto Loan,612556.0,7.41,12,2020-11-27,53118.33,453201.01,0,Active,BR013
2206,L002207,C02484,Business Loan,8645803.0,12.05,24,2020-09-14,407189.87,4573904.3,30,Active,BR003
2207,L002208,C00608,Home Loan,2608568.0,13.62,60,2021-04-01,60184.14,2127094.88,30,Active,BR029
2208,L002209,C00860,Home Loan,5685933.0,8.27,48,2023-04-21,139532.0,2895293.0,120,Active,BR012
2209,L002210,C03497,Auto Loan,1973708.0,8.49,24,2020-10-09,89707.2,269271.19999999995,0,Active,BR019
2210,L002211,C03662,Business Loan,5151191.0,7.61,84,2022-09-28,79290.33,4596158.69,0,Active,BR001
2211,L002212,C01069,Personal Loan,492488.0,12.0,24,2025-04-29,23183.12,167924.32,0,Active,BR010
2212,L002213,C00820,Auto Loan,1695245.0,9.9,180,2020-05-03,18113.62,1640904.14,0,Active,BR026
2213,L002214,C00908,Education Loan,1459162.0,15.83,240,2021-10-23,20114.8,1378702.8,15,Active,BR024
2214,L002215,C04608,Education Loan,425147.0,13.0,24,2025-01-03,20212.26,689.5400000000373,0,Active,BR007
2215,L002216,C01416,Personal Loan,404254.0,12.61,60,2024-11-03,9117.52,203668.56,5,Active,BR001
2216,L002217,C02420,Auto Loan,1222394.0,8.91,36,2023-05-09,38820.62,135416.6399999999,15,Active,BR012
2217,L002218,C04521,Education Loan,846292.0,10.09,84,2023-04-03,14088.84,592692.88,60,Active,BR012
2218,L002219,C02537,Home Loan,2276575.0,16.05,84,2024-06-06,45282.33,1869034.03,30,Active,BR028
2219,L002220,C01272,Auto Loan,2755106.0,10.56,120,2022-11-13,37268.64,2568762.8,0,Active,BR001
2220,L002221,C00289,Business Loan,6439906.0,8.8,48,2022-09-28,159646.45,6120613.1,0,Active,BR003
2221,L002222,C04163,Personal Loan,862990.0,17.84,60,2023-06-12,21839.23,185973.87,0,Active,BR030
2222,L002223,C02561,Personal Loan,422438.0,8.49,240,2023-03-27,3663.34,400457.96,15,Active,BR030
2223,L002224,C04829,Home Loan,2325892.0,13.78,180,2023-08-21,30631.84,1529464.16,0,Active,BR007
2224,L002225,C03983,Personal Loan,675257.0,11.53,60,2022-01-21,14860.83,452344.55,0,Active,BR016
2225,L002226,C03073,Business Loan,1664932.0,16.42,180,2025-06-20,24942.14,1290799.9,5,Active,BR014
2226,L002227,C03822,Home Loan,12717486.0,11.15,120,2021-12-30,176264.94,12012426.24,0,Active,BR009
2227,L002228,C04307,Home Loan,4047201.0,9.09,48,2023-12-06,100887.81,2130332.6100000003,60,Active,BR003
2228,L002229,C04894,Home Loan,11972149.0,10.8,240,2026-05-24,121949.76,11118500.68,0,Active,BR019
2229,L002230,C02979,Business Loan,5123024.0,8.44,48,2022-11-09,126128.78,1969804.5,0,Active,BR021
2230,L002231,C04541,Personal Loan,1250566.0,11.2,120,2020-06-09,17368.43,990039.55,0,Active,BR029
2231,L002232,C01900,Education Loan,1301870.0,8.72,24,2026-02-07,59308.48,886710.6399999999,0,Active,BR020
2232,L002233,C02168,Education Loan,500883.0,9.1,24,2023-02-17,22905.7,0.0,0,Active,BR016
2233,L002234,C03765,Education Loan,1247740.0,8.81,180,2021-08-08,12514.77,984929.83,0,Active,BR018
2234,L002235,C04528,Home Loan,7252152.0,9.07,36,2020-03-24,230852.83,0.0,0,Active,BR004
2235,L002236,C04812,Personal Loan,550152.0,13.24,48,2022-10-04,14824.82,149881.86,0,Active,BR017
2236,L002237,C03088,Business Loan,6500218.0,9.57,48,2022-10-11,163523.24,2575660.24,0,Active,BR021
2237,L002238,C04869,Personal Loan,55519.0,14.8,240,2020-04-27,722.88,42507.16,0,Active,BR019
2238,L002239,C01183,Personal Loan,236524.0,17.71,84,2025-10-11,4931.1,123108.7,90,NPA,BR025
2239,L002240,C01707,Business Loan,5782303.0,8.21,24,2020-10-14,262072.07,4471942.65,0,Active,BR011
2240,L002241,C04783,Education Loan,2156089.0,7.75,24,2025-12-26,97268.41,697062.8499999999,15,Active,BR009
2241,L002242,C02443,Auto Loan,2519912.0,7.8,240,2020-08-14,20764.98,2125377.38,0,Active,BR009
2242,L002243,C03457,Auto Loan,1629614.0,17.35,84,2021-10-20,33632.92,452461.8000000001,0,Active,BR009
2243,L002244,C03008,Education Loan,824561.0,12.77,120,2023-03-21,12199.97,702561.3,0,Active,BR025
2244,L002245,C03529,Auto Loan,1015752.0,13.39,36,2024-02-22,34415.82,774841.26,0,Active,BR028
2245,L002246,C03695,Auto Loan,2896717.0,17.8,84,2024-07-09,60543.63,1867475.29,0,Active,BR003
2246,L002247,C02040,Education Loan,2004616.0,7.59,48,2022-07-05,48553.65,450899.2,30,Active,BR018
2247,L002248,C04755,Education Loan,225592.0,17.22,180,2021-04-04,3507.11,102843.15,30,Active,BR001
2248,L002249,C02921,Auto Loan,246248.0,11.72,240,2025-10-28,2663.49,200968.67,0,Active,BR015
2249,L002250,C00606,Personal Loan,881566.0,11.35,180,2026-02-09,10214.45,799850.4,0,Active,BR006
2250,L002251,C01331,Education Loan,594399.0,15.42,12,2026-04-14,53767.32,325562.4,15,Active,BR030
2251,L002252,C02598,Auto Loan,346017.0,12.94,24,2021-05-31,16440.53,263814.35,0,Active,BR027
2252,L002253,C00904,Business Loan,3673601.0,17.06,36,2026-04-26,131083.62,1969513.94,0,Active,BR009
2253,L002254,C00931,Personal Loan,346295.0,7.11,24,2025-08-31,15521.79,237642.47,0,Active,BR018
2254,L002255,C02032,Auto Loan,2567649.0,12.72,180,2025-11-15,32015.36,1767265.0,5,Active,BR012
2255,L002256,C04758,Business Loan,861871.0,12.89,84,2024-10-10,15627.63,768105.22,0,Active,BR017
2256,L002257,C04693,Personal Loan,165317.0,10.38,24,2023-03-03,7657.57,88741.3,0,Active,BR017
2257,L002258,C01699,Personal Loan,643434.0,11.66,240,2020-11-28,6932.84,574105.6,0,Active,BR019
2258,L002259,C04935,Education Loan,1768392.0,11.57,60,2020-04-15,38953.72,794549.0,0,Active,BR013
2259,L002260,C03608,Personal Loan,1328798.0,12.96,12,2020-03-17,118659.68,498180.24,0,Active,BR009
2260,L002261,C02611,Education Loan,1230287.0,7.12,84,2023-01-19,18640.58,633788.44,30,Active,BR006
2261,L002262,C02597,Home Loan,1796864.0,15.51,36,2025-02-25,347476.16,1612461.16,0,Active,BR021
2262,L002263,C04303,Home Loan,9447320.0,14.92,60,2024-06-02,224354.56,2941037.76,15,Active,BR003
2263,L002264,C02648,Education Loan,1604237.0,13.23,180,2026-01-20,20540.87,1152337.86,0,Active,BR008
2264,L002265,C03701,Education Loan,1661797.0,11.17,12,2020-07-06,147004.18,926776.1,0,Active,BR025
2265,L002266,C01538,Business Loan,8223198.0,14.34,12,2023-12-25,739653.41,0.0,5,Active,BR006
2266,L002267,C04776,Business Loan,2851024.0,12.77,120,2021-09-28,42182.96,2808841.04,0,Active,BR004
2267,L002268,C03715,Business Loan,4270608.0,17.35,180,2021-02-11,66787.07,2133421.76,0,Active,BR009
2268,L002269,C03230,Home Loan,4926549.0,13.59,24,2025-11-28,235584.72,1157193.48,0,Active,BR008
2269,L002270,C00186,Auto Loan,2407572.0,12.91,24,2024-11-26,114358.61,0.0,0,Active,BR006
2270,L002271,C02813,Personal Loan,885184.0,9.63,60,2025-06-13,18646.8,717362.8,0,Active,BR018
2271,L002272,C02822,Education Loan,1310564.0,10.88,24,2022-02-22,61009.57,1127535.29,90,Active,BR010
2272,L002273,C00747,Home Loan,2351813.0,12.01,240,2024-11-10,25911.88,1470809.08,0,Active,BR026
2273,L002274,C03971,Auto Loan,1319402.0,9.62,84,2022-04-05,21645.45,1124592.95,60,Active,BR009
2274,L002275,C02784,Education Loan,314260.0,15.19,84,2021-03-01,6097.75,131327.5,120,NPA,BR015
2275,L002276,C04281,Business Loan,5260615.0,14.95,84,2025-12-31,101365.28,1611464.92,0,Active,BR007
2276,L002277,C02812,Home Loan,12596463.0,11.54,240,2025-02-05,134679.76,11788384.44,0,Active,BR022
2277,L002278,C03400,Business Loan,5429351.0,10.87,12,2026-02-27,479525.88,2072669.84,0,Active,BR014
2278,L002279,C02836,Personal Loan,987683.0,12.39,180,2020-08-06,12102.8,806141.0,0,Active,BR017
2279,L002280,C03814,Auto Loan,2814622.0,14.24,240,2025-03-13,35492.09,2743637.82,0,Active,BR021
2280,L002281,C00493,Education Loan,1515604.0,12.14,24,2026-03-20,71443.87,0.0,0,Active,BR009
2281,L002282,C01178,Home Loan,4441982.0,8.6,12,2026-10-04,387634.42,1340906.64,15,Active,BR007
2282,L002283,C03485,Personal Loan,-500000.0,9.48,48,2023-05-12,30218.25,266497.25,15,Active,BR003
2283,L002284,C03130,Auto Loan,119924.0,7.75,180,2022-05-24,1128.82,101862.88,0,Active,BR005
2284,L002285,C04392,Auto Loan,1066482.0,13.47,24,2026-06-09,50938.26,1015543.74,0,Active,BR005
2285,L002286,C04120,Home Loan,4831024.0,16.1,48,2023-07-14,137160.13,4556703.74,0,Active,BR024
