,Complaint_ID,Customer_ID,Complaint_Date,Complaint_Type,Priority,Status,Resolution_Days,Channel
989,CM000990,C02231,2026-06-11,LOAN QUERY,Low,Open,,App
990,CM000991,C02360,2026-04-24,CARD ISSUE,Low,Pending,,Call Center
991,CM000992,C04634,2025-01-14,KYC UPDATE,Medium,Open,,Branch
992,CM000993,C04084,2024-06-03,FRAUD COMPLAINT,Low,Escalated,,Call Center
993,CM000994,C03381,2025-12-26,KYC UPDATE,Low,Pending,,Branch
994,CM000995,C03250,2024-03-31,FRAUD COMPLAINT,High,Open,,Email
995,CM000996,C03128,2024-09-23,TRANSACTION DISPUTE,Low,Open,,App
996,CM000997,C01373,2025-03-15,KYC UPDATE,High,Closed,1.0,Social Media
997,CM000998,C00022,2025-04-04,FRAUD COMPLAINT,Medium,Closed,2.0,Call Center
998,CM000999,C00539,2024-07-14,LOAN QUERY,Medium,Escalated,,Branch
999,CM001000,C02870,2024-07-07,KYC UPDATE,Medium,Escalated,,Branch
1000,CM001001,C01897,2024-10-15,LOAN QUERY,Critical,Open,,Branch
1001,CM001002,C04280,2024-01-25,FRAUD COMPLAINT,Low,Escalated,,Branch
1002,CM001003,C00020,2025-06-11,ACCOUNT SERVICE,Medium,Escalated,,Social Media
1003,CM001004,C03413,2026-04-19,CARD ISSUE,Medium,Pending,,Social Media
1004,CM001005,C03654,2025-11-12,CARD ISSUE,Medium,Closed,2.0,Email
1005,CM001006,C02010,2025-01-02,KYC UPDATE,Medium,Open,,Call Center
1006,CM001007,C01010,2025-02-28,LOAN QUERY,Medium,Escalated,,App
1007,CM001008,C01367,2025-12-22,ACCOUNT SERVICE,High,Pending,,Social Media
1008,CM001009,C01881,2024-06-07,ACCOUNT SERVICE,High,Open,,Call Center
1009,CM001010,C02640,2024-08-16,TRANSACTION DISPUTE,Low,Open,,App
1010,CM001011,C00196,2025-09-28,CARD ISSUE,Medium,Open,,Social Media
1011,CM001012,C03563,2024-03-05,CARD ISSUE,High,Open,,Social Media
1012,CM001013,C00731,2024-08-03,ACCOUNT SERVICE,Low,Escalated,,Branch
1013,CM001014,C03871,2026-04-27,FRAUD COMPLAINT,Low,Closed,5.0,App
1014,CM001015,C03615,2024-11-16,FRAUD COMPLAINT,Medium,Escalated,,Social Media
1015,CM001016,C01563,2025-07-28,CARD ISSUE,Low,Pending,,App
1016,CM001017,C01340,2025-06-27,TRANSACTION DISPUTE,Low,Escalated,,App
1017,CM001018,C02404,2024-04-24,LOAN QUERY,Critical,Pending,,Email
1018,CM001019,C03443,2026-01-26,CHARGES DISPUTE,Low,Open,,App
1019,CM001020,C02897,2025-05-11,ACCOUNT SERVICE,Medium,Closed,,Social Media
1020,CM001021,C01643,2024-11-23,TRANSACTION DISPUTE,Critical,Escalated,,Call Center
1021,CM001022,C03924,2024-02-28,LOAN QUERY,High,Escalated,,App
1022,CM001023,C01271,2025-11-23,FRAUD COMPLAINT,Low,Closed,7.0,Email
1023,CM001024,C04814,2024-08-17,KYC UPDATE,Medium,Pending,,Call Center
1024,CM001025,C04256,2026-06-29,TRANSACTION DISPUTE,Critical,Open,,Call Center
1025,CM001026,C02161,2025-01-08,FRAUD COMPLAINT,Medium,Pending,,Social Media
1026,CM001027,C03007,2024-10-25,CARD ISSUE,Low,Open,,Email
1027,CM001028,C03932,2026-03-29,ACCOUNT SERVICE,High,Closed,1.0,Email
1028,CM001029,C01185,2025-06-16,FRAUD COMPLAINT,Medium,Open,,Social Media
1029,CM001030,C04002,2024-02-05,ACCOUNT SERVICE,Low,Pending,,Branch
1030,CM001031,C02050,2024-07-24,TRANSACTION DISPUTE,Medium,Closed,10.0,Social Media
1031,CM001032,C00825,2026-01-18,FRAUD COMPLAINT,Medium,Pending,,Social Media
1032,CM001033,C01582,2024-08-31,KYC UPDATE,Medium,Open,,Social Media
1033,CM001034,C00019,2024-02-27,ACCOUNT SERVICE,Medium,Closed,7.0,Call Center
1034,CM001035,C02755,2025-10-01,CHARGES DISPUTE,Medium,Pending,,Email
1035,CM001036,C01518,2024-03-20,CARD ISSUE,Low,Escalated,,Email
1036,CM001037,C01209,2025-07-23,FRAUD COMPLAINT,Medium,Closed,10.0,Branch
1037,CM001038,C00374,2024-05-04,CHARGES DISPUTE,Low,Closed,,Call Center
1038,CM001039,C03981,2025-12-10,CHARGES DISPUTE,Medium,Closed,7.0,Social Media
1039,CM001040,C02747,2024-05-27,CARD ISSUE,Medium,Escalated,,Social Media
1040,CM001041,C00503,2025-08-23,FRAUD COMPLAINT,High,Escalated,,Social Media
1041,CM001042,C00734,2024-02-22,CHARGES DISPUTE,Low,Open,,Branch
1042,CM001043,C04183,2026-04-21,CHARGES DISPUTE,Low,Escalated,,Social Media
1043,CM001044,C00717,2026-04-19,KYC UPDATE,Critical,Escalated,,Email
1044,CM001045,C03698,2024-11-24,LOAN QUERY,Low,Escalated,,Social Media
1045,CM001046,C03050,2025-07-08,CARD ISSUE,Medium,Escalated,,Call Center
1046,CM001047,C01544,2024-08-11,CHARGES DISPUTE,Low,Pending,,Branch
1047,CM001048,C04487,2026-02-26,ACCOUNT SERVICE,Low,Escalated,,Call Center
1048,CM001049,C00480,2026-05-30,CHARGES DISPUTE,High,Escalated,,App
1049,CM001050,C00304,2025-11-23,TRANSACTION DISPUTE,Low,Open,,Call Center
1050,CM001051,C04002,2025-03-18,ACCOUNT SERVICE,Low,Pending,,Social Media
1051,CM001052,C01809,2024-06-10,CARD ISSUE,Low,Closed,30.0,App
1052,CM001053,C02691,2025-07-14,ACCOUNT SERVICE,Medium,Escalated,,App
1053,CM001054,C01348,2024-06-20,TRANSACTION DISPUTE,Medium,Closed,30.0,App
1054,CM001055,C02620,2025-09-03,TRANSACTION DISPUTE,Low,Closed,15.0,Call Center
1055,CM001056,C00774,2024-10-13,CARD ISSUE,Medium,Open,,Branch
1056,CM001057,C03827,2025-07-03,KYC UPDATE,Low,Escalated,,Social Media
1057,CM001058,C01020,2024-03-03,TRANSACTION DISPUTE,Low,Pending,,App
1058,CM001059,C04323,2025-10-07,KYC UPDATE,Low,Escalated,,Branch
1059,CM001060,C03010,2024-04-30,ACCOUNT SERVICE,Critical,Pending,,Email
1060,CM001061,C00638,2025-03-16,ACCOUNT SERVICE,High,Escalated,,Email
1061,CM001062,C00096,2024-08-15,CARD ISSUE,Low,Escalated,,Email
1062,CM001063,C01828,2025-03-22,FRAUD COMPLAINT,High,Open,,Call Center
1063,CM001064,C04994,2026-01-23,CARD ISSUE,Medium,Escalated,,App
1064,CM001065,C03472,2024-04-10,TRANSACTION DISPUTE,High,Open,,Branch
1065,CM001066,C01566,2024-02-07,ACCOUNT SERVICE,Medium,Pending,,Call Center
1066,CM001067,C04788,2025-09-29,CHARGES DISPUTE,High,Open,,Email
1067,CM001068,C02559,2025-02-27,CHARGES DISPUTE,Low,Escalated,,Social Media
1068,CM001069,C00366,2025-09-17,KYC UPDATE,Low,Pending,,App
1069,CM001070,C00894,2026-04-29,FRAUD COMPLAINT,Critical,Closed,0.0,App
1070,CM001071,C04716,2024-05-04,LOAN QUERY,High,Pending,,Email
1071,CM001072,C04911,2025-12-15,TRANSACTION DISPUTE,Medium,Escalated,,Email
1072,CM001073,C00365,2024-01-08,ACCOUNT SERVICE,Medium,Escalated,,Call Center
1073,CM001074,C03095,2025-08-22,TRANSACTION DISPUTE,High,Escalated,,Branch
1074,CM001075,C04017,2026-06-01,CHARGES DISPUTE,Medium,Pending,,Branch
1075,CM001076,C04119,2024-01-02,TRANSACTION DISPUTE,High,Pending,,Branch
1076,CM001077,C04403,2024-03-15,KYC UPDATE,High,Escalated,,Email
1077,CM001078,C02069,2025-07-24,ACCOUNT SERVICE,Medium,Pending,,App
1078,CM001079,C03804,2025-01-01,LOAN QUERY,High,Pending,,Branch
1079,CM001080,C03743,2024-02-04,CARD ISSUE,Low,Pending,,Social Media
1080,CM001081,C03629,2025-06-18,LOAN QUERY,Low,Pending,,Email
1081,CM001082,C01796,2024-12-12,CARD ISSUE,Low,Pending,,Call Center
1082,CM001083,C03249,2025-11-27,TRANSACTION DISPUTE,Low,Pending,,Call Center
1083,CM001084,C04422,2024-06-09,FRAUD COMPLAINT,Low,Closed,10.0,Branch
1084,CM001085,C02085,2025-03-27,TRANSACTION DISPUTE,High,Escalated,,Call Center
1085,CM001086,C01221,2025-03-16,CHARGES DISPUTE,High,Escalated,,Call Center
1086,CM001087,C04159,2024-01-22,CHARGES DISPUTE,Critical,Escalated,,Call Center
1087,CM001088,C04134,2025-01-10,ACCOUNT SERVICE,Medium,Closed,10.0,Email
1088,CM001089,C03172,2024-10-09,CARD ISSUE,Low,Open,,Email
1089,CM001090,C01538,2024-03-18,FRAUD COMPLAINT,High,Pending,,App
1090,CM001091,C01180,2025-09-03,CHARGES DISPUTE,High,Escalated,,App
1091,CM001092,C03255,2024-01-28,FRAUD COMPLAINT,Low,Open,,Social Media
1092,CM001093,C03686,2024-05-24,CHARGES DISPUTE,Low,Open,,Social Media
1093,CM001094,C03913,2024-10-30,CHARGES DISPUTE,Critical,Closed,15.0,Social Media
1094,CM001095,C00527,2024-07-15,TRANSACTION DISPUTE,Low,Open,,App
1095,CM001096,C01192,2024-01-02,LOAN QUERY,High,Pending,,Email
1096,CM001097,C03200,2025-08-09,CARD ISSUE,Low,Open,,Email
1097,CM001098,C03393,2026-01-09,FRAUD COMPLAINT,Low,Escalated,,Social Media
1098,CM001099,C00027,2026-01-26,CARD ISSUE,Low,Closed,,Social Media
1099,CM001100,C04674,2024-02-14,TRANSACTION DISPUTE,High,Open,,Call Center
1100,CM001101,C03504,2026-04-01,CHARGES DISPUTE,High,Closed,1.0,Call Center
1101,CM001102,C02949,2024-08-22,FRAUD COMPLAINT,High,Open,,Branch
1102,CM001103,C02321,2024-10-05,TRANSACTION DISPUTE,Medium,Closed,7.0,App
1103,CM001104,C02070,2025-08-04,FRAUD COMPLAINT,Low,Pending,,Call Center
1104,CM001105,C01270,2024-04-14,CARD ISSUE,Low,Escalated,,Email
1105,CM001106,C02309,2025-05-25,CARD ISSUE,High,Escalated,,Email
1106,CM001107,C04962,2024-10-20,ACCOUNT SERVICE,Medium,Escalated,,Email
1107,CM001108,C01746,2025-09-02,KYC UPDATE,Medium,Pending,,App
1108,CM001109,C02714,2024-06-24,ACCOUNT SERVICE,Low,Closed,30.0,Branch
1109,CM001110,C04003,2025-12-03,CARD ISSUE,Low,Open,,Social Media
1110,CM001111,C02188,2025-08-11,CHARGES DISPUTE,Low,Closed,2.0,Email
1111,CM001112,C00114,2024-05-31,CHARGES DISPUTE,Medium,Open,,App
1112,CM001113,C01856,2025-07-30,KYC UPDATE,High,Closed,,App
1113,CM001114,C00742,2024-01-27,KYC UPDATE,Medium,Closed,2.0,Email
1114,CM001115,C03549,2025-12-18,TRANSACTION DISPUTE,Low,Pending,,Branch
1115,CM001116,C02057,2024-05-09,TRANSACTION DISPUTE,Low,Escalated,,Call Center
1116,CM001117,C00717,2025-05-01,FRAUD COMPLAINT,Low,Open,,App
1117,CM001118,C00162,2025-10-21,TRANSACTION DISPUTE,Medium,Open,,App
1118,CM001119,C04715,2024-01-26,TRANSACTION DISPUTE,Critical,Escalated,,Call Center
1119,CM001120,C02448,2024-02-10,CARD ISSUE,Low,Escalated,,Call Center
1120,CM001121,C02921,2026-04-22,KYC UPDATE,High,Closed,10.0,Social Media
1121,CM001122,C04582,2024-12-14,CHARGES DISPUTE,Medium,Closed,3.0,Call Center
1122,CM001123,C00567,2025-01-08,CHARGES DISPUTE,Medium,Escalated,,Branch
1123,CM001124,C02937,2025-09-21,KYC UPDATE,High,Closed,15.0,Branch
1124,CM001125,C02793,2025-11-03,TRANSACTION DISPUTE,Low,Open,,Email
1125,CM001126,C04045,2025-12-25,CARD ISSUE,High,Closed,,Branch
1126,CM001127,C04960,2024-01-31,FRAUD COMPLAINT,Medium,Open,,Email
1127,CM001128,C03731,2025-02-08,TRANSACTION DISPUTE,Medium,Open,,Social Media
1128,CM001129,C03550,2025-03-10,CHARGES DISPUTE,High,Pending,,Social Media
1129,CM001130,C01000,2026-05-04,KYC UPDATE,Medium,Closed,,Call Center
1130,CM001131,C01191,2025-08-20,KYC UPDATE,Medium,Pending,,Call Center
1131,CM001132,C03884,2025-07-13,TRANSACTION DISPUTE,High,Escalated,,Call Center
1132,CM001133,C04593,2024-01-05,LOAN QUERY,Medium,Closed,3.0,Email
1133,CM001134,C03912,2024-06-08,CARD ISSUE,Medium,Closed,7.0,Branch
1134,CM001135,C02064,2024-08-29,,Low,Open,,Email
1135,CM001136,C00387,2026-04-11,KYC UPDATE,Medium,Open,,Call Center
1136,CM001137,C00100,2024-06-10,CARD ISSUE,High,Closed,0.0,Branch
1137,CM001138,C01134,2024-05-08,ACCOUNT SERVICE,High,Pending,,Email
1138,CM001139,C01071,2024-08-22,TRANSACTION DISPUTE,High,Closed,1.0,Branch
1139,CM001140,C02224,2025-05-23,CARD ISSUE,Medium,Closed,,App
1140,CM001141,C01751,2024-05-23,CARD ISSUE,High,Closed,0.0,App
1141,CM001142,C04278,2025-10-03,LOAN QUERY,Critical,Pending,,App
1142,CM001143,C03898,2025-11-21,FRAUD COMPLAINT,Medium,Escalated,,App
1143,CM001144,C04826,2026-06-02,LOAN QUERY,Low,Escalated,,Branch
1144,CM001145,C01171,2025-02-04,TRANSACTION DISPUTE,Medium,Open,,Email
1145,CM001146,C04396,2024-03-01,KYC UPDATE,Medium,Escalated,,Social Media
1146,CM001147,C01491,2025-09-27,CARD ISSUE,Low,Closed,5.0,Branch
1147,CM001148,C03048,2025-10-02,KYC UPDATE,Medium,Open,,Email
1148,CM001149,C02739,2024-04-29,FRAUD COMPLAINT,High,Closed,15.0,Call Center
1149,CM001150,C04201,2026-02-03,FRAUD COMPLAINT,Medium,Closed,30.0,Email
1150,CM001151,C02717,2025-11-15,CHARGES DISPUTE,Low,Open,,Social Media
1151,CM001152,C03991,2026-04-28,CHARGES DISPUTE,Low,Pending,,Email
1152,CM001153,C01387,2026-05-30,CHARGES DISPUTE,Low,Pending,,Branch
1153,CM001154,C00008,2026-04-24,ACCOUNT SERVICE,Low,Pending,,Branch
1154,CM001155,C04045,2026-02-05,TRANSACTION DISPUTE,Medium,Closed,10.0,Branch
1155,CM001156,C03876,2025-09-16,TRANSACTION DISPUTE,Low,Pending,,Email
1156,CM001157,C01071,2024-10-21,CHARGES DISPUTE,Low,Closed,7.0,Social Media
1157,CM001158,C03911,2025-05-27,ACCOUNT SERVICE,High,Escalated,,Email
1158,CM001159,C00311,2025-05-18,ACCOUNT SERVICE,High,Open,,Branch
1159,CM001160,C00672,2025-03-03,ACCOUNT SERVICE,Medium,Pending,,Call Center
1160,CM001161,C00457,2026-01-09,LOAN QUERY,Medium,Open,,App
1161,CM001162,C00901,2025-09-03,LOAN QUERY,Medium,Closed,0.0,Social Media
1162,CM001163,C02969,2025-08-21,TRANSACTION DISPUTE,Low,Escalated,,Branch
1163,CM001164,C03976,2024-04-09,FRAUD COMPLAIN,High,Open,,App
1164,CM001165,C03251,2025-04-29,CARD ISSUE,Low,Open,,Email
1165,CM001166,C04702,2026-01-02,FRAUD COMPLAINT,Medium,Open,,Branch
1166,CM001167,C01995,2026-04-03,LOAN QUERY,Medium,Closed,,Social Media
1167,CM001168,C00680,2025-08-23,LOAN QUERY,Low,Pending,,Branch
1168,CM001169,C02133,2025-07-20,CARD ISSUE,Medium,Open,,Social Media
1169,CM001170,C02522,2024-05-31,TRANSACTION DISPUTE,Medium,Open,,Branch
1170,CM001171,C02170,2025-06-12,CHARGES DISPUTE,High,Closed,7.0,Call Center
1171,CM001172,C03035,2024-11-11,LOAN QUERY,Low,Closed,5.0,Email
1172,CM001173,C04026,2024-01-08,FRAUD COMPLAINT,Critical,Escalated,,Call Center
1173,CM001174,C04246,2024-02-08,FRAUD COMPLAINT,High,Closed,30.0,Call Center
1174,CM001175,C04780,2025-12-20,TRANSACTION DISPUTE,Low,Escalated,,Branch
1175,CM001176,C02540,2024-03-15,KYC UPDATE,High,Escalated,,App
1176,CM001177,C00934,2026-03-23,FRAUD COMPLAINT,Medium,Closed,0.0,Social Media
1177,CM001178,C01178,2024-06-02,ACCOUNT SERVICE,Medium,Pending,,App
1178,CM001179,C02069,2026-03-23,TRANSACTION DISPUTE,Critical,Escalated,,Branch
1179,CM001180,C04482,2025-01-16,TRANSCTION DISPUTE,High,Closed,0.0,App
1180,CM001181,C01613,2026-02-19,TRANSACTION DISPUTE,Medium,Escalated,,Email
1181,CM001182,C04864,2025-02-22,LOAN QUERY,Low,Escalated,,Email
1182,CM001183,C01661,2025-03-25,LOAN QUERY,High,Closed,30.0,Branch
1183,CM001184,C01210,2026-04-27,CARD ISSUE,Medium,Escalated,,App
1184,CM001185,C04407,2026-04-06,LOAN QUERY,Low,Escalated,,Call Center
1185,CM001186,C01391,2024-03-16,KYC UPDATE,High,Pending,,Email
1186,CM001187,C01231,2024-05-31,TRANSACTION DISPUTE,Medium,Pending,,App
1187,CM001188,C04658,2024-07-18,LOAN QUERY,Medium,Escalated,,Call Center
1188,CM001189,C02743,2024-06-08,TRANSACTION DISPUTE,High,Closed,10.0,Email
1189,CM001190,C00597,2024-02-11,LOAN QUERY,Low,Closed,10.0,Call Center
1190,CM001191,C04460,2026-01-30,CARD ISSUE,Low,Pending,,Branch
1191,CM001192,C00398,2025-12-11,CHARGES DISPUTE,Low,Pending,,Social Media
1192,CM001193,C02769,2026-02-28,FRAUD COMPLAINT,Low,Escalated,,App
1193,CM001194,C03512,2025-11-13,ACCOUNT SERVICE,Low,Open,,Branch
1194,CM001195,C00403,2024-09-13,FRAUD COMPLAINT,Low,Open,,Branch
1195,CM001196,C04452,2025-06-28,KYC UPDATE,Low,Escalated,,App
1196,CM001197,C01115,2025-06-28,LOAN QUERY,Low,Escalated,,App
1197,CM001198,C02664,2024-04-28,TRANSACTION DISPUTE,Low,Escalated,,Branch
1198,CM001199,C04499,2025-09-08,CHARGES DISPUTE,High,Pending,,Branch
1199,CM001200,C01478,2025-03-08,CARD ISSUE,Low,Open,,App
1200,CM001201,C00245,2025-09-30,TRANSACTION DISPUTE,High,Closed,30.0,Email
1201,CM001202,C01875,2025-02-18,TRANSACTION DISPUTE,Medium,Pending,,Branch
1202,CM001203,C02415,2024-01-25,LOAN QUERY,Low,Closed,1.0,Social Media
1203,CM001204,C02868,2025-08-25,CHARGES DISPUTE,Medium,Closed,0.0,Call Center
1204,CM001205,C03307,2025-05-21,LOAN QUERY,Low,Escalated,,App
1205,CM001206,C02082,2024-03-28,LOAN QUERY,Medium,Closed,10.0,Branch
1206,CM001207,C04361,2025-09-24,CHARGES DISPUTE,Low,Open,,Branch
1207,CM001208,C03648,2025-06-23,CHARGES DISPUTE,Low,Closed,,Email
1208,CM001209,C02594,2025-12-27,CARD ISSUE,High,Closed,5.0,Social Media
1209,CM001210,C03450,2026-06-21,LOAN QUERY,Low,Closed,10.0,Social Media
1210,CM001211,C02759,2024-06-06,CHARGES DISPUTE,Medium,Escalated,,Branch
1211,CM001212,C00361,2025-01-21,FRAUD COMPLAINT,Medium,Closed,0.0,App
1212,CM001213,C04690,2024-09-13,LOAN QUERY,Medium,Escalated,,Social Media
1213,CM001214,C00391,2025-06-09,ACCOUNT SERVICE,Low,Pending,,Call Center
1214,CM001215,C02141,2025-10-04,KYC UPDATE,Low,Open,,App
1215,CM001216,C03316,2025-06-04,LOAN QUERY,Critical,Pending,,Social Media
1216,CM001217,C00768,2024-08-18,LOAN QUERY,High,Escalated,,Social Media
1217,CM001218,C01554,2025-05-10,ACCOUNT SERVICE,Low,Escalated,,Social Media
1218,CM001219,C00619,2025-02-14,CARD ISSUE,High,Closed,15.0,Social Media
1219,CM001220,C03935,2026-05-11,CHARGES DISPUTE,Low,Open,,Social Media
1220,CM001221,C00353,2025-01-09,KYC UPDATE,Medium,Open,,App
1221,CM001222,C02592,2025-06-27,KYC UPDATE,Low,Pending,,Social Media
1222,CM001223,C03808,2025-10-02,FRAUD COMPLAINT,Low,Escalated,,Call Center
1223,CM001224,C04461,2026-05-10,CARD ISSUE,Medium,Pending,,Email
1224,CM001225,C01469,2025-04-04,CARD ISSUE,Critical,Escalated,,Call Center
1225,CM001226,C04333,2026-04-27,ACCOUNT SERVICE,High,Closed,15.0,Branch
1226,CM001227,C04224,2024-11-19,TRANSACTION DISPUTE,Low,Closed,5.0,Social Media
1227,CM001228,C02273,2026-03-20,LOAN QUERY,Medium,Open,,Call Center
1228,CM001229,C03460,2026-01-25,KYC UPDATE,Medium,Closed,3.0,Branch
1229,CM001230,C04642,2024-02-11,ACCOUNT SERVICE,High,Open,,Social Media
1230,CM001231,C00244,2025-09-07,TRANSACTION DISPUTE,Medium,Escalated,,Email
1231,CM001232,C02932,2024-06-07,CHARGES DISPUTE,Medium,Pending,,Email
1232,CM001233,C03082,2024-03-24,TRANSACTION DISPUTE,Critical,Closed,7.0,Call Center
1233,CM001234,C03992,2026-01-23,CARD ISSUE,Medium,Open,,Call Center
1234,CM001235,C00647,2024-02-24,TRANSACTION DISPUTE,Medium,Open,,App
1235,CM001236,C04519,2025-05-04,TRANSACTION DISPUTE,Medium,Closed,3.0,Social Media
1236,CM001237,C04970,2025-06-06,LOAN QUERY,Critical,Escalated,,Call Center
1237,CM001238,C02510,2026-05-11,TRANSACTION DISPUTE,Low,Pending,,Email
1238,CM001239,C03502,2025-12-26,CHARGES DISPUTE,Low,Pending,,Branch
1239,CM001240,C01615,2024-05-12,CARD ISSUE,Low,Closed,30.0,App
1240,CM001241,C02886,2025-12-29,LOAN QUERY,High,Escalated,,Branch
1241,CM001242,C00289,2026-03-17,ACCOUNT SERVICE,Medium,Closed,5.0,Social Media
1242,CM001243,C00121,2025-12-31,TRANSACTION DISPUTE,Medium,Open,,Social Media
1243,CM001244,C01784,2026-01-20,ACCOUNT SERVICE,Low,Pending,,Call Center
1244,CM001245,C01262,2026-01-09,FRAUD COMPLAINT,Medium,Pending,,Call Center
1245,CM001246,C03777,2026-01-03,LOAN QUERY,Low,Escalated,,Social Media
1246,CM001247,C04968,2025-12-12,LOAN QUERY,High,Open,,App
1247,CM001248,C02248,2025-03-03,FRAUD COMPLAINT,Low,Pending,,Email
1248,CM001249,C00726,2025-05-25,CARD ISSUE,Medium,Escalated,,Email
1249,CM001250,C03603,2026-03-07,ACCOUNT SERVICE,Medium,Pending,,Call Center
1250,CM001251,C04945,2026-03-03,LOAN QUERY,Medium,Open,,Call Center
1251,CM001252,C02611,2025-02-08,LOAN QUERY,Low,Escalated,,Social Media
1252,CM001253,C01777,2024-12-18,CHARGES DISPUTE,Medium,Pending,,Call Center
1253,CM001254,C01342,2024-08-14,KYC UPDATE,Medium,Pending,,App
1254,CM001255,C04442,2026-04-09,CHARGES DISPUTE,Low,Open,,App
1255,CM001256,C00404,2025-04-01,FRAUD COMPLAINT,High,Open,,Call Center
1256,CM001257,C04694,2024-11-14,ACCOUNT SERVICE,High,Closed,10.0,Social Media
1257,CM001258,C02493,2026-01-29,LOAN QUERY,Medium,Pending,,App
1258,CM001259,C02921,2026-08-02,TRANSCTION DISPUTE,Low,Pending,,Call Center
1259,CM001260,C02946,2024-01-28,CHARGES DISPUTE,Low,Escalated,,Email
1260,CM001261,C03994,2025-12-15,FRAUD COMPLAINT,Low,Escalated,,Email
1261,CM001262,C01362,2026-05-18,KYC UPDATE,Low,Pending,,Call Center
1262,CM001263,C01566,2025-12-30,LOAN QUERY,Low,Closed,2.0,Social Media
1263,CM001264,C00628,2026-01-07,TRANSACTION DISPUTE,Medium,Escalated,,Email
1264,CM001265,C04105,2025-05-03,CARD ISSUE,High,Open,,Call Center
1265,CM001266,C00663,2025-09-28,TRANSCTION DISPUTE,Medium,Open,,Email
1266,CM001267,C02141,2024-03-29,KYC UPDATE,Low,Escalated,,Branch
1267,CM001268,C01357,2026-04-29,ACCOUNT SERVICE,Medium,Open,,Branch
1268,CM001269,C00709,2024-04-10,ACCOUNT SERVICE,High,Escalated,,Email
1269,CM001270,C04848,2024-02-02,TRANSCTION DISPUTE,Medium,Closed,1.0,Branch
1270,CM001271,C03851,2025-05-18,FRAUD COMPLAINT,Low,Pending,,App
1271,CM001272,C02827,2024-08-08,LOAN QUERY,Medium,Closed,3.0,Call Center
1272,CM001273,C03657,2026-02-15,CARD ISSUE,Medium,Open,,Call Center
1273,CM001274,C03113,2025-05-25,LOAN QUERY,High,Pending,,App
1274,CM001275,C02649,2025-06-06,FRAUD COMPLAINT,Medium,Open,,Branch
1275,CM001276,C00575,2024-06-14,CARD ISSUE,Medium,Open,,Call Center
1276,CM001277,C02822,2025-11-08,CARD ISSUE,High,Closed,,Call Center
1277,CM001278,C04262,2024-08-29,LOAN QUERY,Medium,Closed,,Call Center
1278,CM001279,C00401,2025-03-19,CHARGES DISPUTE,Medium,Escalated,,Email
1279,CM001280,C03796,2024-03-16,CARD ISSUE,Medium,Closed,1.0,Email
1280,CM001281,C00022,2026-02-17,CARD ISSUE,Medium,Pending,,Social Media
1281,CM001282,C03666,2024-02-27,TRANSACTION DISPUTE,Medium,Pending,,Call Center
1282,CM001283,C00504,2024-12-08,KYC UPDATE,Low,Open,,App
1283,CM001284,C01769,2026-04-28,CARD ISSUE,Low,Closed,15.0,App
1284,CM001285,C03072,2025-10-03,KYC UPDATE,Low,Escalated,,Branch
1285,CM001286,C03297,2024-10-19,TRANSACTION DISPUTE,Medium,Open,,Social Media
1286,CM001287,C00350,2026-01-19,CHARGES DISPUTE,Medium,Escalated,,Social Media
1287,CM001288,C01856,2024-02-01,TRANSACTION DISPUTE,Low,Open,,Social Media
1288,CM001289,C03008,2025-03-13,FRAUD COMPLAINT,Low,Closed,,Email
1289,CM001290,C04045,2025-09-13,LOAN QUERY,Low,Open,,Call Center
1290,CM001291,C04953,2025-05-14,TRANSACTION DISPUTE,Medium,Closed,3.0,Call Center
1291,CM001292,C01492,2024-09-24,KYC UPDATE,Low,Open,,App
1292,CM001293,C03148,2025-11-25,FRAUD COMPLAINT,High,Escalated,,Social Media
1293,CM001294,C02491,2026-05-27,LOAN QUERY,Low,Escalated,,Social Media
1294,CM001295,C02337,2024-11-26,LOAN QUERY,Low,Escalated,,Call Center
1295,CM001296,C02774,2024-12-16,LOAN QUERY,Medium,Open,,Branch
1296,CM001297,C03166,2024-04-15,KYC UPDATE,Low,Pending,,App
1297,CM001298,C04984,2024-09-20,TRANSACTION DISPUTE,Medium,Closed,2.0,Social Media
1298,CM001299,C01805,2024-11-21,KYC UPDATE,Medium,Escalated,,App
1299,CM001300,C03273,2024-08-11,CARD ISSUE,Medium,Open,,Call Center
1300,CM001301,C00613,2026-02-26,FRAUD COMPLAINT,Medium,Escalated,,Call Center
1301,CM001302,C02790,2024-07-16,FRAUD COMPLAIN,Low,Escalated,,Branch
1302,CM001303,C01852,2025-09-24,KYC UPDATE,Low,Pending,,Call Center
1303,CM001304,C02631,2026-01-14,LOAN QUERY,Medium,Escalated,,Branch
1304,CM001305,C03246,2024-07-14,ACCOUNT SERVICE,Low,Escalated,,Social Media
1305,CM001306,C00354,2024-03-14,TRANSACTION DISPUTE,Medium,Pending,,Branch
1306,CM001307,C01724,2026-03-20,CARD ISSUE,Low,Escalated,,Branch
1307,CM001308,C03840,2024-05-14,LOAN QUERY,Medium,Closed,1.0,Call Center
1308,CM001309,C00540,2026-04-30,TRANSACTION DISPUTE,Low,Escalated,,Social Media
1309,CM001310,C03862,2024-11-16,ACCOUNT SERVICE,Critical,Escalated,,Branch
1310,CM001311,C00714,2026-01-21,ACCOUNT SERVICE,Low,Escalated,,Branch
1311,CM001312,C04587,2026-03-18,ACCOUNT SERVICE,High,Escalated,,Social Media
